churn_event_id,account_id,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text
C-7e5a22,A-6965e1,2024-12-09,features,0.0,False,False,False,
C-c3815e,A-6965e1,2024-12-04,unknown,0.0,False,False,False,switched to competitor
C-190a42,A-5fe118,2024-12-16,features,114.86,False,False,False,
C-d2077d,A-cab532,2024-07-10,support,0.0,True,False,False,too expensive
C-3b6b00,A-9289f6,2023-08-24,support,17.93,False,False,False,too expensive
C-42ca6e,A-1b9609,2024-02-02,pricing,0.0,True,False,False,too expensive
C-d9a1f3,A-118f1c,2024-12-17,budget,0.0,False,False,False,
C-217360,A-76fa4d,2024-12-03,pricing,31.49,False,False,False,too expensive
C-aa3075,A-7dacce,2024-12-27,budget,0.0,False,False,False,missing features
C-3f2f59,A-a8b49c,2024-06-17,features,0.0,False,False,False,missing features
C-4f6e40,A-cb5333,2024-08-11,features,0.0,False,False,False,too expensive
C-2f95dd,A-f19409,2023-03-26,competitor,0.0,False,True,False,switched to competitor
C-38b77f,A-a8d89d,2024-01-18,features,0.0,False,False,False,switched to competitor
C-58deed,A-81edc3,2024-12-16,support,0.0,False,False,False,too expensive
C-86f8a6,A-ccc747,2024-04-15,budget,0.0,False,False,False,switched to competitor
C-5d91cd,A-3f9cc0,2024-08-09,features,0.0,False,False,False,
C-bfcee5,A-8e47ca,2024-12-31,support,0.0,False,False,False,missing features
C-450414,A-87aa7b,2024-12-26,budget,0.0,True,False,False,switched to competitor
C-dd4207,A-f45426,2024-08-05,competitor,47.17,False,False,False,missing features
C-d4c4c6,A-09540c,2024-03-05,unknown,71.44,False,False,False,
C-149fc9,A-e1462e,2024-12-05,competitor,0.0,False,False,False,switched to competitor
C-de3fd0,A-19b2c8,2024-08-16,pricing,0.0,False,False,False,missing features
C-577ffa,A-10b8f2,2024-06-04,support,0.0,True,False,False,too expensive
C-a77075,A-32728c,2023-01-25,pricing,0.0,True,False,False,switched to competitor
C-4cdb6f,A-f25509,2024-06-15,pricing,0.0,False,False,False,missing features
C-a9e0c4,A-94d3da,2024-04-12,competitor,0.0,False,False,False,switched to competitor
C-0f0386,A-751c58,2024-09-17,budget,64.22,False,False,False,switched to competitor
C-3c8ea9,A-7641d3,2023-11-10,support,35.05,True,False,False,missing features
C-66c9fe,A-86902e,2024-12-07,features,0.0,False,False,False,
C-533d1c,A-1619f8,2024-07-19,competitor,0.0,False,False,False,
C-02719d,A-5247b3,2024-10-12,support,28.84,False,True,False,missing features
C-16ef52,A-9b9fe9,2024-09-04,features,0.0,False,False,False,switched to competitor
C-6d80a6,A-02fac6,2024-08-21,support,0.0,False,False,False,missing features
C-23d5a9,A-54ecc2,2024-09-22,pricing,0.0,False,False,False,too expensive
C-2e9b92,A-855a48,2024-08-01,unknown,7.92,False,False,False,too expensive
C-a8e84b,A-c1dfe1,2024-06-06,features,0.0,False,False,False,missing features
C-edb201,A-a7bd4b,2024-10-15,features,0.0,False,False,False,too expensive
C-92e7a2,A-d535f6,2024-10-05,unknown,0.0,True,False,False,missing features
C-990050,A-4f18f0,2024-12-01,features,0.0,False,False,False,missing features
C-e49016,A-b7724f,2024-09-01,competitor,111.42,False,False,True,switched to competitor
C-151fb1,A-fd7ad3,2024-12-19,support,0.0,True,False,True,missing features
C-9b229e,A-249769,2024-06-12,pricing,0.0,False,False,True,too expensive
C-d33672,A-a1b80b,2024-07-11,budget,12.99,False,False,True,switched to competitor
C-f180f4,A-ac14bb,2024-10-01,competitor,0.0,False,False,False,too expensive
C-d8d1fd,A-5b1bcd,2024-08-07,competitor,4.45,False,False,False,
C-f918d7,A-202b67,2024-03-30,features,69.59,False,False,False,
C-a77cbf,A-bad8c1,2023-10-04,unknown,0.0,False,False,True,too expensive
C-f5dfda,A-2446e3,2024-07-20,competitor,34.87,True,True,True,missing features
C-9b80de,A-533452,2024-12-01,pricing,132.32,False,False,False,missing features
C-515343,A-b54c01,2024-10-23,budget,0.0,True,False,False,too expensive
C-da7b0d,A-2ebb4b,2023-08-04,pricing,0.0,False,False,False,missing features
C-efed73,A-9123ac,2024-10-23,competitor,0.0,True,False,False,missing features
C-8d2855,A-8bde0c,2024-12-30,pricing,0.0,False,False,False,
C-992f28,A-f44180,2023-04-29,competitor,38.15,False,False,False,too expensive
C-d47c85,A-c37601,2024-12-17,support,0.0,False,False,False,switched to competitor
C-ad8b54,A-a09355,2024-09-13,support,0.0,True,False,False,
C-89198d,A-038089,2024-10-21,competitor,0.0,False,False,False,
C-f33efc,A-8ed5dd,2024-10-30,support,0.0,True,True,False,switched to competitor
C-13ca3a,A-313be3,2024-03-23,features,43.03,False,False,False,too expensive
C-07f6e3,A-e888d1,2023-06-06,budget,0.0,False,False,False,too expensive
C-65b589,A-7a0d69,2024-12-05,competitor,0.0,False,True,False,switched to competitor
C-ea6df1,A-e51ec7,2024-04-07,budget,0.0,False,False,False,switched to competitor
C-f78dc9,A-1619f8,2024-09-21,budget,0.0,False,False,False,
C-9d9bff,A-f5641b,2024-06-17,features,0.0,False,False,False,too expensive
C-9d8799,A-dfbd31,2024-01-01,features,0.0,True,False,False,too expensive
C-2fb169,A-0532a9,2024-10-09,pricing,2.4,False,False,False,too expensive
C-3bac11,A-f5641b,2024-04-20,pricing,0.0,False,False,False,too expensive
C-49868d,A-309e54,2024-12-14,support,106.67,False,False,False,missing features
C-27770c,A-7988d1,2024-06-19,competitor,16.89,False,False,False,too expensive
C-118bea,A-65aeb5,2024-12-02,budget,0.0,True,False,True,missing features
C-cf17ca,A-e08cd3,2024-12-17,features,0.0,False,False,False,too expensive
C-25c0d2,A-e693b6,2024-10-10,budget,0.0,False,True,False,missing features
C-05224a,A-f17767,2023-05-03,pricing,0.0,True,False,False,
C-fe7ee4,A-b44e3e,2024-04-14,unknown,0.0,False,False,False,switched to competitor
C-14ac13,A-68f37c,2024-12-18,features,0.0,False,False,True,too expensive
C-fa1c87,A-342303,2024-03-20,features,0.0,False,False,False,switched to competitor
C-29b7f7,A-8ae05d,2024-08-30,unknown,0.0,False,False,False,missing features
C-22b92e,A-32fb14,2024-04-03,features,0.0,False,False,False,too expensive
C-46580a,A-81edc3,2024-03-03,unknown,0.0,False,False,False,missing features
C-ef9abf,A-a33200,2024-10-07,features,21.61,True,False,False,too expensive
C-88a176,A-d922bf,2024-12-06,support,11.13,False,True,False,too expensive
C-681c7b,A-ff3c73,2024-05-09,competitor,2.42,False,False,False,missing features
C-ca1941,A-37f969,2024-11-03,pricing,0.0,False,False,False,too expensive
C-7fcce6,A-4bfa33,2024-12-08,unknown,0.0,False,False,False,missing features
C-5328d6,A-0b0d6d,2024-12-31,competitor,0.0,False,False,False,
C-cd7797,A-a8d89d,2024-08-26,pricing,0.0,False,False,False,
C-7f0644,A-ae052e,2024-10-17,budget,0.0,False,False,False,too expensive
C-2d4533,A-117171,2024-10-22,features,102.86,False,False,False,switched to competitor
C-d9410c,A-87aa7b,2024-06-19,pricing,136.0,False,True,False,missing features
C-75fdd6,A-0f7d77,2024-11-09,competitor,0.0,False,False,True,missing features
C-3018d4,A-34ea2f,2024-10-19,unknown,1.85,True,False,False,too expensive
C-fcbd6e,A-1e1b80,2024-11-13,features,0.0,False,False,False,switched to competitor
C-79999b,A-58b9ff,2024-10-10,pricing,0.0,False,False,False,too expensive
C-62ad35,A-6965e1,2024-12-02,budget,0.0,False,False,False,
C-f0bd80,A-117171,2024-11-14,pricing,0.0,False,False,False,
C-f49d4c,A-65c341,2024-12-16,unknown,0.0,False,False,False,switched to competitor
C-462222,A-ae052e,2023-10-07,support,0.0,False,False,False,too expensive
C-f68651,A-eafc6e,2024-12-12,unknown,0.0,False,False,False,
C-9c4603,A-c58f49,2024-09-21,support,7.6,False,False,False,switched to competitor
C-c179a3,A-e7beab,2024-04-25,features,0.0,False,True,False,missing features
C-2c9dae,A-b179bf,2024-11-25,features,0.0,False,False,False,
C-2c86b1,A-afa505,2024-03-02,support,0.0,True,False,False,missing features
C-1172fe,A-4a267b,2024-06-17,support,64.54,False,False,False,missing features
C-4f6d90,A-6a7c9d,2024-11-15,features,178.84,False,False,False,missing features
C-f51f1d,A-32fb14,2024-04-28,competitor,0.0,False,False,False,too expensive
C-bd5e5e,A-bd4513,2024-12-09,budget,35.14,False,False,False,too expensive
C-9fd0cf,A-eb7fac,2024-07-22,unknown,0.0,False,False,False,switched to competitor
C-dcbfa4,A-4e44e8,2024-08-25,features,35.48,True,False,False,too expensive
C-f1268a,A-32728c,2024-07-19,budget,7.58,True,False,True,missing features
C-0b2d8c,A-1b9609,2024-01-02,unknown,0.0,False,False,False,switched to competitor
C-26865a,A-854864,2024-12-24,support,8.47,True,False,False,switched to competitor
C-fba952,A-118d55,2024-12-27,pricing,0.0,False,False,False,too expensive
C-e4261a,A-417d2f,2024-12-30,budget,0.0,False,False,False,missing features
C-ab36fc,A-f03140,2024-10-03,competitor,0.0,False,False,False,missing features
C-fdb715,A-241e75,2024-10-11,unknown,0.0,False,False,False,
C-fcfc3c,A-98a59a,2024-09-11,support,0.0,True,False,False,switched to competitor
C-a119b0,A-9f2731,2024-12-09,unknown,136.94,False,False,False,missing features
C-cdb4d0,A-c222ab,2024-10-05,support,0.0,False,False,False,
C-d08588,A-e51ec7,2024-01-15,budget,0.0,False,False,False,too expensive
C-1eead2,A-5790f4,2024-12-26,support,51.18,True,False,False,too expensive
C-9b6151,A-2bc93d,2024-08-15,competitor,99.1,False,False,True,switched to competitor
C-cfb464,A-eb2fdc,2024-05-26,competitor,0.0,False,False,False,missing features
C-249af9,A-ac14bb,2024-08-29,pricing,128.79,False,False,False,switched to competitor
C-193426,A-7988d1,2024-12-24,unknown,0.0,False,False,False,missing features
C-6a6704,A-180abf,2024-05-08,support,0.0,False,False,False,switched to competitor
C-e41103,A-180abf,2024-05-04,competitor,0.0,False,False,False,
C-53546c,A-e61e98,2024-10-19,features,0.0,False,True,False,switched to competitor
C-f6f8a5,A-2d1036,2024-10-28,pricing,39.09,True,False,True,switched to competitor
C-551bc8,A-87aa7b,2024-06-07,budget,0.0,False,False,False,
C-31a49a,A-9123ac,2024-04-05,support,0.0,True,False,True,too expensive
C-ef2329,A-0f6450,2024-12-30,competitor,0.0,False,True,False,
C-88877a,A-313be3,2023-12-09,competitor,0.0,True,False,False,
C-28085c,A-4bfa33,2024-12-21,budget,92.5,False,False,False,
C-5f203c,A-80eeb6,2024-02-09,budget,0.0,False,False,False,too expensive
C-a6d0e1,A-b179bf,2024-12-05,features,0.0,False,False,False,missing features
C-95a18e,A-241e75,2024-12-19,features,0.0,True,False,False,switched to competitor
C-b0b16c,A-ae052e,2024-12-14,competitor,0.0,False,False,False,too expensive
C-dfe189,A-05f0e5,2024-11-25,features,72.19,True,False,False,
C-9fe257,A-157070,2024-12-27,features,0.0,False,False,False,too expensive
C-c1bc7e,A-993085,2023-09-20,features,0.0,False,False,False,
C-27e9c1,A-c16b88,2024-06-01,competitor,0.0,True,False,False,switched to competitor
C-8f8593,A-05d3b3,2024-09-09,unknown,0.0,False,False,False,switched to competitor
C-9775db,A-331424,2024-02-21,competitor,0.0,False,False,False,switched to competitor
C-3efa9b,A-cdf020,2024-11-07,support,0.0,False,False,True,too expensive
C-917c1d,A-39868b,2024-05-24,budget,0.0,True,False,True,too expensive
C-2d659a,A-72799b,2024-05-05,pricing,0.0,True,False,False,switched to competitor
C-5d9db3,A-39868b,2024-05-06,unknown,0.0,False,False,False,
C-0c829f,A-c7ffc2,2023-04-15,budget,0.0,False,False,False,too expensive
C-83b55f,A-5790f4,2024-12-25,features,392.92,False,False,False,switched to competitor
C-fa6149,A-3d957b,2024-05-05,budget,0.0,False,False,False,too expensive
C-76d762,A-51ec1b,2023-12-09,unknown,0.0,True,False,True,too expensive
C-4b071b,A-118d55,2024-11-25,unknown,0.0,True,True,False,missing features
C-b3431e,A-e3bd71,2023-12-30,support,0.0,False,True,False,switched to competitor
C-9a1ccc,A-b2af2e,2024-11-14,pricing,0.0,False,False,False,
C-cb924b,A-089363,2023-11-27,pricing,0.0,False,False,False,switched to competitor
C-a47d71,A-f51f16,2024-07-07,features,0.0,False,False,False,switched to competitor
C-33c706,A-ffdfd5,2024-08-08,features,0.0,False,False,False,missing features
C-901c1a,A-425e76,2023-08-10,competitor,0.0,False,False,False,too expensive
C-481838,A-af0cd2,2023-10-26,unknown,0.0,False,True,False,switched to competitor
C-ff002d,A-8ed5dd,2024-11-02,unknown,0.0,False,False,False,
C-1cf079,A-354f12,2024-09-19,competitor,0.0,False,True,False,missing features
C-f17b79,A-65c341,2024-03-07,support,0.0,False,False,False,too expensive
C-020446,A-0cc442,2024-10-06,unknown,0.0,True,False,True,switched to competitor
C-9f95d3,A-157070,2024-01-06,features,0.0,False,False,False,too expensive
C-54993f,A-c43359,2024-12-19,support,8.92,False,False,False,missing features
C-75ddda,A-425e76,2023-12-25,competitor,0.0,False,False,False,too expensive
C-d7ded6,A-e888d1,2024-11-29,features,6.38,False,False,False,switched to competitor
C-ba8af4,A-bb3bd4,2024-06-30,unknown,0.0,False,False,False,missing features
C-811879,A-ad64c6,2024-07-29,unknown,0.0,True,False,False,
C-6736e4,A-3be56b,2024-01-10,competitor,0.0,True,False,False,
C-0f75be,A-0baac2,2024-10-18,features,30.73,False,False,False,too expensive
C-59d7bd,A-0f3e88,2024-08-11,budget,0.0,False,False,False,missing features
C-d0f6d8,A-6e7827,2023-09-19,support,0.0,False,False,False,switched to competitor
C-9c899e,A-1e1b80,2024-10-14,competitor,0.0,False,False,False,
C-fad4d3,A-d77f4c,2024-12-03,unknown,0.0,False,False,False,too expensive
C-07ec1f,A-bbc346,2024-11-03,competitor,15.46,False,False,False,switched to competitor
C-156544,A-d42431,2024-10-12,budget,17.42,True,False,False,switched to competitor
C-e11abb,A-cc102e,2024-04-25,unknown,50.06,False,False,False,switched to competitor
C-d85c26,A-42e5e1,2024-10-04,pricing,0.0,False,False,True,too expensive
C-d28d0e,A-1e1b80,2023-10-04,competitor,0.0,False,False,False,missing features
C-3bf203,A-e19ff6,2024-06-27,competitor,0.0,False,False,False,switched to competitor
C-326d32,A-34d880,2024-12-20,unknown,10.4,False,False,False,missing features
C-44918f,A-9208f0,2024-09-15,unknown,0.0,True,False,True,too expensive
C-cf246e,A-7f6b86,2024-07-10,pricing,5.27,False,False,False,
C-e20cc6,A-cc102e,2024-11-19,pricing,0.0,False,False,False,too expensive
C-1f4cc0,A-56962b,2024-08-26,pricing,0.0,True,False,False,
C-0d470e,A-7a0d69,2024-12-29,budget,0.0,True,False,False,
C-562e14,A-c16cf7,2024-11-08,budget,0.0,True,False,False,
C-06b32c,A-2ebb4b,2023-08-19,pricing,0.0,False,False,False,missing features
C-4bbb74,A-c37cab,2024-11-16,competitor,0.0,False,False,False,missing features
C-8e5c25,A-9b9fe9,2023-12-27,features,27.92,False,False,False,too expensive
C-8a2d9d,A-0651a4,2024-11-22,features,0.0,False,True,False,missing features
C-d39666,A-3b37d9,2023-12-26,budget,0.0,False,False,False,
C-ed4dcb,A-5a3eb9,2024-06-12,competitor,58.37,False,False,False,missing features
C-105c4c,A-0a62f5,2024-12-07,budget,21.95,False,True,False,
C-c3b1e4,A-df1e44,2024-10-17,budget,0.0,False,False,False,too expensive
C-b6997d,A-4ae22a,2024-07-20,pricing,0.0,False,False,False,
C-36d17e,A-ac85cd,2024-12-13,pricing,102.39,False,False,True,
C-5cfad3,A-bece89,2023-12-16,budget,56.15,False,False,False,missing features
C-56b504,A-ef84cf,2024-08-14,unknown,18.81,False,False,True,switched to competitor
C-2bf465,A-84ebe4,2024-01-20,support,0.0,False,False,False,missing features
C-54ce4f,A-6dee43,2024-01-14,pricing,143.8,False,False,False,switched to competitor
C-bb53cb,A-94f8c9,2024-05-02,budget,0.0,False,False,False,
C-c4e0b8,A-b179bf,2024-10-31,support,0.0,False,False,False,too expensive
C-ba801a,A-7cfe77,2024-09-09,unknown,0.0,False,True,False,
C-1f8fd5,A-e351e1,2024-12-04,support,0.0,True,True,True,
C-f477c9,A-3f9cc0,2024-07-18,pricing,0.0,False,False,False,too expensive
C-4b854f,A-ef84cf,2024-09-28,pricing,0.0,True,False,True,too expensive
C-1124ed,A-439b2f,2024-08-02,pricing,17.06,False,False,True,
C-370962,A-075038,2024-09-05,features,6.38,False,False,False,
C-cc90be,A-d82ef9,2024-08-06,budget,74.94,False,False,False,switched to competitor
C-89af4e,A-d77f4c,2024-08-06,budget,0.0,False,True,False,too expensive
C-e73b7f,A-e1462e,2023-10-05,support,0.0,False,False,True,too expensive
C-5e0998,A-faa28c,2024-05-24,features,0.0,False,False,False,missing features
C-09b7c7,A-08e34e,2024-09-01,features,3.57,False,False,False,missing features
C-2299d7,A-fd7ad3,2024-11-23,support,0.0,False,False,False,too expensive
C-67d3e1,A-86fc1d,2024-08-12,support,0.0,True,False,False,
C-ca5f4b,A-832ec2,2024-09-15,pricing,0.0,True,False,False,switched to competitor
C-0340b2,A-029f69,2024-10-31,competitor,0.0,False,False,False,switched to competitor
C-5368b0,A-e83938,2024-08-11,pricing,0.0,False,False,False,switched to competitor
C-ca81a1,A-ccc747,2024-09-02,competitor,0.0,False,False,False,switched to competitor
C-ad7ea3,A-8145a0,2023-07-12,features,0.0,False,False,False,missing features
C-864169,A-526d93,2024-08-05,support,6.77,False,False,False,switched to competitor
C-488b42,A-1b707d,2023-07-21,competitor,0.0,False,False,True,missing features
C-ce47da,A-cc102e,2024-11-19,pricing,61.1,False,False,False,switched to competitor
C-fb2a95,A-902ef7,2024-09-26,pricing,0.0,False,False,False,too expensive
C-8d834b,A-798a3f,2024-07-19,support,0.0,False,False,False,
C-9e8172,A-ad64c6,2024-07-03,support,19.08,False,False,False,missing features
C-474d36,A-6f50ae,2024-02-26,features,0.0,False,False,True,
C-b7e6ac,A-9208f0,2024-05-24,budget,66.37,False,False,False,too expensive
C-ffc2b8,A-0354fe,2024-11-15,unknown,0.0,False,False,False,switched to competitor
C-a1bcf0,A-5ed98d,2024-09-27,features,0.0,False,False,False,missing features
C-675c0a,A-a09355,2024-10-18,support,135.11,False,False,False,
C-458075,A-4437e4,2024-06-21,features,0.0,False,False,False,too expensive
C-3003bc,A-c58f49,2024-09-03,unknown,152.36,False,False,False,too expensive
C-6ac144,A-6f50ae,2023-11-06,unknown,0.0,False,False,False,missing features
C-9bb1b6,A-5ed98d,2024-10-02,competitor,0.0,False,True,False,missing features
C-07fd6b,A-e351e1,2024-10-30,unknown,113.84,False,True,False,missing features
C-2e2f04,A-2d1036,2024-10-19,budget,0.0,True,False,False,missing features
C-2fc9c4,A-b30291,2024-09-03,competitor,277.54,False,True,False,too expensive
C-109d03,A-1f0ac7,2024-11-08,support,0.0,True,False,False,missing features
C-af7968,A-712426,2024-11-21,pricing,0.0,True,False,False,missing features
C-785e8e,A-f25509,2024-11-10,features,0.0,False,False,False,
C-2886ac,A-bcbe98,2024-11-25,competitor,0.0,False,False,False,missing features
C-a40fa4,A-4c6f11,2024-06-29,competitor,0.0,False,False,False,too expensive
C-965d90,A-df10db,2024-05-19,competitor,0.0,False,False,False,missing features
C-6a6ed3,A-c1dfe1,2023-09-21,pricing,0.0,True,False,False,missing features
C-9c89ca,A-3a7284,2024-12-26,unknown,0.0,False,False,False,missing features
C-1dce6d,A-751c58,2024-12-16,budget,0.0,False,False,False,too expensive
C-0d5e99,A-68f37c,2024-06-29,unknown,0.0,False,False,True,too expensive
C-05bc56,A-533452,2024-11-17,features,0.0,False,True,True,missing features
C-887a83,A-0baac2,2024-07-15,unknown,0.0,True,False,False,missing features
C-84f039,A-b7724f,2024-01-01,support,78.25,True,False,False,missing features
C-aad0f7,A-0dbdc6,2023-11-26,support,0.0,False,True,False,missing features
C-6ab303,A-4c6f11,2024-10-18,competitor,0.0,False,False,False,too expensive
C-4a3e8e,A-54ecc2,2024-11-23,support,0.0,True,False,False,
C-f67026,A-b7ef83,2024-07-24,budget,60.25,True,False,False,missing features
C-c6f6fe,A-922109,2024-12-17,support,0.0,False,False,False,
C-374d5d,A-c43359,2024-12-12,unknown,0.0,True,False,False,too expensive
C-8ae2f5,A-f25509,2024-05-17,features,0.0,False,False,True,
C-c66a6c,A-02cd81,2024-04-30,pricing,0.0,False,False,False,
C-7007f0,A-67be94,2024-05-28,support,74.55,False,False,False,missing features
C-b411ad,A-ba6516,2024-03-17,budget,0.0,False,False,False,
C-ca1379,A-ee42db,2024-11-12,unknown,23.52,False,False,False,
C-615769,A-ccb686,2024-11-08,unknown,0.0,False,False,False,switched to competitor
C-db2e8d,A-b7724f,2023-08-25,unknown,52.88,False,False,False,missing features
C-ed73ea,A-5a3eb9,2024-04-14,features,0.0,True,False,False,
C-e20d30,A-fd7ad3,2024-12-31,unknown,0.0,True,False,False,
C-e42d29,A-a865bd,2023-11-26,unknown,0.0,False,False,False,missing features
C-cd8fba,A-b7ef83,2024-06-01,unknown,0.0,False,False,True,too expensive
C-2de339,A-e83938,2024-12-29,budget,13.5,False,False,False,
C-ec714a,A-533452,2024-12-16,support,15.23,False,False,False,missing features
C-a6aa23,A-ee42db,2023-10-13,support,0.0,False,True,False,missing features
C-3b4085,A-4f18f0,2024-05-27,features,0.0,True,False,False,
C-437da0,A-f6b2fb,2024-07-11,support,0.0,True,False,False,
C-92da55,A-d26ab4,2024-12-26,pricing,86.02,False,False,False,too expensive
C-307676,A-05f0e5,2024-01-14,unknown,0.0,True,False,False,missing features
C-22d30d,A-d3c88e,2024-11-18,support,0.0,False,False,False,too expensive
C-a4a4a7,A-104f1a,2024-09-09,features,0.0,False,False,False,switched to competitor
C-16ddba,A-b2225d,2024-05-16,support,0.0,True,False,False,switched to competitor
C-e8f3f5,A-5790f4,2024-12-31,competitor,0.0,True,False,False,too expensive
C-6b9663,A-104f1a,2024-12-11,unknown,0.0,False,False,False,missing features
C-65cff3,A-ccc747,2024-08-07,budget,104.25,True,False,False,
C-a860c5,A-5f7781,2024-12-25,pricing,0.0,False,False,False,
C-37929d,A-e1b9cd,2024-10-01,unknown,0.0,False,False,False,switched to competitor
C-efe5bb,A-7988d1,2024-01-06,budget,0.0,False,False,False,too expensive
C-248550,A-2922b6,2024-12-25,competitor,0.0,False,False,False,missing features
C-38ef8e,A-0baac2,2024-09-30,pricing,0.0,False,False,False,too expensive
C-885a34,A-71615e,2024-07-16,pricing,0.0,True,False,False,missing features
C-c4582f,A-9f0b68,2024-11-01,pricing,0.0,True,False,False,
C-370175,A-9779ad,2024-08-03,competitor,0.0,False,False,False,missing features
C-a529cf,A-bb3bd4,2024-05-30,pricing,0.0,True,False,False,missing features
C-cc0058,A-f3ff05,2024-10-20,unknown,0.0,False,False,False,too expensive
C-ae47d1,A-425e76,2024-10-22,competitor,0.0,False,False,False,switched to competitor
C-59499c,A-fd7ad3,2024-11-12,pricing,70.03,False,False,False,switched to competitor
C-b56a35,A-702032,2024-06-14,competitor,0.0,False,False,False,switched to competitor
C-7e7822,A-dbc825,2024-02-03,budget,0.0,False,False,False,
C-484fba,A-0a282f,2024-12-31,support,62.66,False,True,False,too expensive
C-22f536,A-e5d6ab,2024-05-11,competitor,0.0,True,False,False,
C-5e0b68,A-1f559b,2024-09-28,features,0.0,False,False,False,
